1802,223,2,18,0.989,30.0,2
593,270,1,21,0.989,30.0,2
1503,152,1,17,0.989,30.0,2
1900,195,1,12,0.989,22.5,2
1338,303,1,14,0.989,22.5,2
1597,492,1,25,0.989,22.5,2
862,237,1,15,0.989,30.0,2
1437,127,1,14,0.989,30.0,2
1939,207,1,19,0.989,22.5,2
1804,177,1,15,0.989,30.0,2
1875,208,1,16,0.989,22.5,2
833,241,1,16,0.989,22.5,2
661,191,1,15,0.989,30.0,2
1457,252,1,19,0.989,30.0,2
1877,182,1,13,0.989,30.0,2
1906,210,1,11,0.989,30.0,2
1874,170,1,14,0.989,30.0,2
1573,164,1,13,0.989,30.0,2
1567,139,1,13,0.989,30.0,2
1419,127,1,20,0.989,22.5,2
1549,193,1,20,0.989,30.0,2
1585,277,1,19,0.989,22.5,2
1939,178,1,15,0.989,30.0,2
975,202,1,21,0.989,30.0,2
705,223,1,11,0.989,30.0,2
1605,165,1,18,0.989,30.0,2
1986,270,1,16,0.989,30.0,2
1497,234,1,13,0.989,22.5,2
1507,203,1,11,0.989,30.0,2
1934,175,1,15,0.989,30.0,2
1522,235,1,15,0.989,30.0,2
1903,169,1,23,0.989,30.0,2
1879,255,1,18,0.989,30.0,2
1426,148,1,11,0.989,22.5,2
1476,128,1,16,0.989,30.0,2
1897,171,1,7,0.989,30.0,2
1532,156,1,19,0.989,30.0,2
1287,100,1,20,0.989,30.0,2
1902,222,1,13,0.989,22.5,2
1471,130,1,17,0.989,30.0,2
1915,192,1,13,0.989,30.0,2
1450,105,1,13,0.989,30.0,2
1187,255,1,12,0.989,30.0,2
1560,141,1,18,0.989,30.0,2
1183,112,1,13,0.989,29.667,2
1518,127,1,16,0.989,30.0,2
1376,102,1,13,0.989,30.0,2
483,197,1,18,0.989,30.0,2
1385,147,1,15,0.989,30.0,2
1855,203,1,18,0.989,29.667,2
1578,161,1,17,0.989,30.0,2
1320,143,1,15,0.987,25.0,2
1089,223,1,17,0.989,30.0,2
1499,173,1,15,0.989,30.0,2
1371,120,1,17,0.989,30.0,2
1580,155,1,12,0.989,30.0,2
857,248,2,11,0.989,30.0,2
1571,169,1,16,0.989,30.0,2
1493,478,1,13,0.989,30.0,2
1490,135,1,21,0.989,30.0,2
1971,248,1,17,0.989,22.5,2
1521,139,1,19,0.989,30.0,2
1801,209,1,17,0.989,30.0,2
1898,180,1,11,0.989,30.0,2
1944,210,1,17,0.989,30.0,2
805,255,1,12,0.989,30.0,2
623,248,1,17,0.989,30.0,2
1848,196,1,18,0.989,30.0,2
1381,121,1,18,0.989,22.5,2
1781,151,1,18,0.989,30.0,2
1345,107,1,18,0.989,22.5,2
1687,535,1,10,0.989,30.0,2
1636,563,1,23,0.989,30.0,2
1515,157,1,14,0.989,22.5,2
1402,155,1,18,0.989,30.0,2
1407,117,2,19,0.989,22.5,2
1348,135,1,22,0.989,22.5,2
1431,204,1,18,0.989,22.5,2
1945,156,1,12,0.989,22.5,2
774,220,1,12,0.989,30.0,2
709,221,1,18,0.989,30.0,2
1337,247,1,19,0.989,30.0,2
1347,119,1,18,0.989,30.0,2
1548,165,1,19,0.989,30.0,2
1505,136,1,16,0.989,22.5,2
715,266,1,14,0.989,30.0,2
1262,238,1,14,0.989,30.0,2
1398,130,1,18,0.989,30.0,2
454,55,1,10,0.989,30.0,2
1854,183,1,19,0.989,30.0,2
1512,303,1,15,0.989,30.0,2
1561,153,1,15,0.989,29.667,2
1368,133,1,19,0.989,22.5,2
1527,160,1,19,0.989,30.0,2
1323,143,1,20,0.989,22.5,2
1394,158,2,14,0.989,30.0,2
1783,157,1,23,0.989,22.5,2
1455,152,1,15,0.989,30.0,2
844,267,1,28,0.989,30.0,2
1534,151,1,14,0.989,30.0,2
1499,556,1,16,0.989,22.5,2
1518,192,1,18,0.989,30.0,2
1509,144,2,16,0.989,22.5,2
1241,104,1,13,0.989,30.0,2
1447,135,1,13,0.989,30.0,2
1192,129,1,11,0.989,30.0,2
1275,217,1,12,0.989,30.0,2
1720,253,1,9,0.989,30.0,2
645,272,1,14,0.989,30.0,2
1633,291,1,12,0.989,30.0,2
1621,216,1,15,0.989,22.5,2
482,240,1,18,0.989,30.0,2
601,246,2,24,0.989,22.5,2
675,253,1,12,0.989,30.0,2
665,210,1,11,0.989,30.0,2
1636,144,1,18,0.989,30.0,2
1488,133,1,21,0.989,30.0,2
1512,150,1,9,0.989,30.0,2
745,286,1,8,0.989,30.0,2
1555,185,1,15,0.989,30.0,2
1538,565,2,16,0.989,22.5,2
1556,136,1,20,0.989,30.0,2
1290,233,2,17,0.989,22.5,2
1467,235,1,17,0.989,30.0,2
1902,232,1,11,0.989,30.0,2
1301,126,1,18,0.989,22.5,2
1403,109,1,12,0.989,30.0,2
1345,119,1,11,0.989,30.0,2
1554,295,1,19,0.989,30.0,2
1530,259,1,13,0.989,22.5,2
1714,539,1,12,0.989,30.0,2
1930,237,1,18,0.989,22.5,2
1533,117,1,17,0.989,30.0,2
1581,138,1,17,0.989,30.0,2
1884,310,2,23,0.989,30.0,2
1908,197,1,17,0.989,30.0,2
669,230,2,18,0.989,30.0,2
1428,175,2,11,0.989,30.0,2
1862,186,2,20,0.989,30.0,2
1454,159,1,18,0.989,30.0,2
1444,135,2,20,0.989,30.0,2
1928,172,1,16,0.989,22.5,2
484,236,1,10,0.989,22.5,2
1919,147,1,11,0.989,30.0,2
1547,153,1,16,0.989,30.0,2
900,241,1,14,0.989,30.0,2
1869,165,1,16,0.989,30.0,2
1550,191,1,16,0.989,30.0,2
1372,119,1,23,0.989,22.5,2
1517,148,1,15,0.989,30.0,2
1559,148,1,19,0.989,29.667,2
1464,250,1,16,0.989,22.5,2
1576,179,1,19,0.989,30.0,2
1597,158,1,24,0.989,30.0,2
1533,205,1,13,0.989,30.0,2
1470,271,1,10,0.989,22.5,2
1566,134,1,17,0.989,22.5,2
1932,195,1,15,0.989,30.0,2
1552,168,1,10,0.989,22.5,2
1360,131,1,14,0.989,30.0,2
1373,159,1,15,0.989,30.0,2
1023,227,2,17,0.989,30.0,2
520,229,1,17,0.989,22.5,2
1483,280,1,11,0.989,30.0,2
1940,215,1,10,0.989,30.0,2
664,246,1,20,0.989,30.0,2
1557,129,1,17,0.989,30.0,2
1931,179,1,18,0.989,30.0,2
1918,154,1,27,0.989,30.0,2
1760,152,1,18,0.989,30.0,2
1433,112,1,16,0.989,30.0,2
1342,140,1,19,0.989,22.5,2
1399,233,1,18,0.989,30.0,2
1484,185,1,18,0.989,30.0,2
1475,169,1,19,0.989,30.0,2
731,211,1,17,0.989,30.0,2
739,229,1,18,0.989,30.0,2
1424,123,1,11,0.989,22.5,2
1140,192,1,18,0.989,30.0,2
1338,117,1,15,0.989,30.0,2
1545,149,1,21,0.989,30.0,2
1662,212,1,11,0.989,22.5,2
1821,168,1,15,0.989,30.0,2
1624,191,1,11,0.989,22.5,2
1293,129,1,17,0.989,30.0,2
1486,242,1,13,0.989,30.0,2
1423,132,1,10,0.989,30.0,2
1439,523,1,11,0.989,30.0,2
1214,131,1,15,0.989,22.5,2
1606,211,1,12,0.989,30.0,2
1866,198,1,14,0.989,30.0,2
1479,188,1,20,0.989,30.0,2
1848,180,1,17,0.989,30.0,2
1347,118,1,16,0.989,30.0,2
643,238,1,15,0.989,30.0,2
1504,153,1,19,0.989,22.5,2
1896,391,1,19,0.989,30.0,2
1513,151,1,17,0.989,30.0,2
1504,139,1,16,0.989,30.0,2
1824,174,1,17,0.989,22.5,2
641,227,1,17,0.989,30.0,2
1423,142,1,14,0.989,30.0,2
717,275,2,24,0.989,30.0,2
1342,114,1,17,0.989,30.0,2
1368,121,1,16,0.989,30.0,2
1532,400,1,14,0.989,30.0,2
1520,94,1,19,0.989,30.0,2
1948,183,1,21,0.989,30.0,2
1928,181,1,23,0.989,30.0,2
1509,199,1,17,0.989,22.5,2
1793,202,1,18,0.989,30.0,2
1195,240,1,17,0.989,30.0,2
1562,155,1,9,0.989,30.0,2
416,185,1,12,0.989,30.0,2
1833,195,1,14,0.989,30.0,2
1727,178,1,9,0.989,30.0,2
1915,160,1,17,0.989,22.5,2
1539,173,1,16,0.989,30.0,2
1938,170,1,14,0.989,30.0,2
1526,158,1,12,0.989,30.0,2
1421,160,1,19,0.989,30.0,2
1865,172,1,14,0.989,30.0,2
1583,189,1,18,0.989,30.0,2
1670,541,1,16,0.989,30.0,2
1620,171,1,15,0.989,22.5,2
1839,156,1,24,0.989,30.0,2
750,258,1,19,0.989,30.0,2
1622,550,1,22,0.989,30.0,2
1511,182,1,21,0.989,30.0,2
1355,131,1,19,0.989,30.0,2
1543,162,1,10,0.989,22.5,2
1608,153,1,20,0.989,30.0,2
1520,129,1,23,0.989,30.0,2
1396,153,1,18,0.989,30.0,2
1905,159,1,8,0.989,30.0,2
1398,131,1,18,0.989,22.5,2
1381,127,1,16,0.989,30.0,2
1939,238,1,16,0.989,22.5,2
1290,133,1,19,0.989,30.0,2
1424,142,1,19,0.989,22.5,2
1512,129,1,10,0.989,30.0,2
787,262,1,24,0.989,30.0,2
1714,222,1,21,0.989,30.0,2
1909,158,1,18,0.989,22.5,2
1531,181,1,18,0.989,22.5,2
1374,134,1,22,0.989,22.5,2
678,194,1,15,0.989,22.5,2
1589,141,1,18,0.989,22.5,2
1409,240,1,15,0.989,30.0,2
1565,131,1,15,0.989,30.0,2
1544,161,1,18,0.989,30.0,2
1481,161,1,18,0.989,22.5,2
584,261,1,15,0.989,30.0,2
575,285,1,14,0.989,30.0,2
1351,274,1,13,0.989,30.0,2
1915,328,1,22,0.989,30.0,2
1123,109,1,10,0.989,22.5,2
1456,128,1,17,0.989,30.0,2
1521,130,1,18,0.989,22.5,2
722,207,1,18,0.989,22.5,2
1827,225,1,17,0.989,30.0,2
1425,149,1,20,0.989,30.0,2
734,263,1,13,0.989,30.0,2
758,58,2,17,0.989,30.0,2
1983,300,1,10,0.989,30.0,2
1525,143,1,12,0.989,30.0,2
1866,198,1,17,0.989,30.0,2
1918,206,1,17,0.989,30.0,2
1242,386,1,16,0.989,30.0,2
1534,113,1,15,0.989,30.0,2
1489,212,1,22,0.989,30.0,2
774,222,1,11,0.989,22.5,2
1893,182,1,14,0.989,30.0,2
1934,177,1,20,0.989,30.0,2
1967,163,1,14,0.989,30.0,2
968,114,1,17,0.989,30.0,2
1597,143,1,20,0.989,30.0,2
1864,188,1,9,0.989,30.0,2
1276,295,1,18,0.989,30.0,2
1583,144,1,15,0.989,22.5,2
1576,153,1,16,0.989,22.5,2
1815,223,1,13,0.989,30.0,2
816,241,1,18,0.989,22.5,2
1176,703,1,15,0.989,30.0,2
1472,174,1,17,0.989,30.0,2
1102,96,1,20,0.989,30.0,2
1382,133,1,19,0.989,30.0,2
1469,145,1,18,0.989,30.0,2
1928,221,1,14,0.989,30.0,2
1518,153,1,18,0.989,30.0,2
1522,162,1,13,0.989,30.0,2
551,253,1,9,0.989,30.0,2
1388,690,1,14,0.989,22.5,2
1323,417,1,23,0.989,30.0,2
1521,153,1,16,0.989,22.5,2
602,229,1,22,0.989,30.0,2
1344,131,1,17,0.989,30.0,2
680,208,1,18,0.989,30.0,2
552,194,1,12,0.989,30.0,2
835,272,1,22,0.989,30.0,2
1481,139,1,21,0.989,30.0,2
1935,170,1,18,0.989,22.5,2
1804,220,1,15,0.989,30.0,2
1608,222,1,12,0.989,30.0,2
1895,182,1,16,0.989,22.5,2
1741,187,1,16,0.989,30.0,2
1579,158,1,21,0.989,30.0,2
1515,131,1,16,0.989,30.0,2
1527,137,1,18,0.989,30.0,2
1257,220,1,14,0.989,30.0,2
1420,153,1,12,0.989,30.0,2
1567,142,1,18,0.989,30.0,2
1916,183,2,12,0.989,30.0,2
1357,115,1,25,0.989,22.5,2
1539,138,1,23,0.989,22.5,2
1950,213,1,12,0.989,30.0,2
1862,290,1,12,0.989,30.0,2
1555,156,1,16,0.989,22.5,2
1871,161,1,18,0.989,30.0,2
547,278,1,16,0.989,30.0,2
1874,230,1,12,0.989,22.5,2
1819,169,1,18,0.989,30.0,2
1451,105,1,17,0.989,30.0,2
451,271,1,14,0.989,30.0,2
1636,614,1,19,0.989,30.0,2
1890,218,1,13,0.989,30.0,2
1443,193,1,16,0.989,30.0,2
1974,248,1,12,0.989,30.0,2
918,248,2,13,0.989,30.0,2
831,263,1,18,0.989,30.0,2
1553,146,1,12,0.989,30.0,2
676,224,1,16,0.989,30.0,2
1440,207,1,17,0.989,30.0,2
1481,111,1,11,0.989,30.0,2
782,296,1,13,0.989,30.0,2
770,247,1,23,0.989,30.0,2
1479,143,1,12,0.989,30.0,2
1682,514,1,15,0.989,22.5,2
1510,269,1,18,0.989,30.0,2
1265,263,1,18,0.989,30.0,2
466,260,1,20,0.989,30.0,2
1541,150,1,17,0.989,30.0,2
1526,171,1,17,0.989,30.0,2
1561,168,1,18,0.989,30.0,2
1409,149,1,15,0.989,22.5,2
1915,183,1,15,0.989,30.0,2
1421,156,1,12,0.989,30.0,2
1582,173,1,22,0.989,22.5,2
1549,151,1,13,0.989,30.0,2
1852,210,1,18,0.989,22.5,2
1556,302,1,14,0.989,30.0,2
1425,120,1,13,0.989,30.0,2
1984,280,1,14,0.989,30.0,2
1552,111,1,16,0.989,30.0,2
1942,278,1,20,0.989,30.0,2
1530,175,1,16,0.989,22.5,2
622,228,1,13,0.989,30.0,2
1565,186,1,16,0.989,30.0,2
1842,181,1,13,0.989,22.5,2
1643,174,1,17,0.989,30.0,2
1915,171,1,14,0.989,22.5,2
1832,179,2,16,0.989,22.5,2
1487,261,1,18,0.989,22.5,2
841,123,1,15,0.989,30.0,2
1464,404,1,21,0.989,30.0,2
1570,169,1,26,0.989,30.0,2
1584,174,1,16,0.989,30.0,2
579,223,1,15,0.989,30.0,2
1543,251,1,17,0.989,22.5,2
1386,113,1,13,0.989,22.5,2
1100,107,1,13,0.989,30.0,2
1896,188,1,10,0.989,30.0,2
648,263,1,11,0.989,30.0,2
547,276,1,12,0.989,22.5,2
1491,157,1,14,0.989,22.5,2
1569,140,1,18,0.989,30.0,2
1512,157,1,17,0.989,30.0,2
1514,154,1,20,0.989,30.0,2
1529,124,1,15,0.989,30.0,2
1438,141,1,16,0.989,22.5,2
1657,321,1,17,0.989,30.0,2
1511,146,1,22,0.989,30.0,2
434,202,1,14,0.989,22.5,2
1345,124,1,22,0.989,30.0,2
1475,260,1,21,0.989,30.0,2
598,233,1,19,0.989,22.5,2
1543,164,1,18,0.989,22.5,2
1807,199,1,17,0.989,29.667,2
1886,507,1,11,0.989,30.0,2
1612,138,1,18,0.989,30.0,2
1547,142,1,14,0.989,22.5,2
1436,127,1,14,0.989,30.0,2
1940,166,1,16,0.989,30.0,2
813,242,1,19,0.989,30.0,2
1539,183,1,15,0.989,22.5,2
1445,139,1,13,0.989,22.5,2
873,287,1,11,0.989,30.0,2
702,277,1,15,0.989,30.0,2
1857,208,1,21,0.989,22.5,2
1438,245,1,14,0.989,30.0,2
1595,149,2,18,0.989,22.5,2
1430,142,1,12,0.989,30.0,2
1965,213,1,17,0.989,30.0,2
1910,162,1,13,0.989,30.0,2
1560,242,1,12,0.989,30.0,2
413,210,1,18,0.989,30.0,2
1907,192,1,13,0.989,30.0,2
1865,282,1,14,0.989,30.0,2
1979,292,1,9,0.989,30.0,2
1765,516,1,20,0.989,30.0,2
1772,281,1,21,0.989,30.0,2
642,238,1,20,0.989,30.0,2
1555,263,1,15,0.989,30.0,2
1538,252,1,15,0.989,30.0,2
1392,150,1,18,0.989,30.0,2
1379,122,1,15,0.989,30.0,2
1584,141,1,17,0.989,22.5,2
1907,185,1,21,0.989,30.0,2
1410,121,1,18,0.989,30.0,2
1541,127,1,20,0.989,30.0,2
1563,204,1,18,0.989,30.0,2
597,234,1,12,0.989,30.0,2
1581,199,2,15,0.989,30.0,2
1635,343,1,15,0.989,30.0,2
1915,178,1,19,0.989,30.0,2
525,232,1,16,0.989,22.5,2
781,223,1,14,0.989,30.0,2
1874,183,1,16,0.989,30.0,2
1923,546,1,16,0.989,30.0,2
1585,154,1,16,0.989,30.0,2
1865,227,1,18,0.989,30.0,2
1440,150,1,20,0.989,30.0,2
871,214,1,20,0.989,30.0,2
1503,140,1,19,0.989,30.0,2
1820,212,1,17,0.989,30.0,2
878,159,1,22,0.989,22.5,2
1462,285,1,16,0.989,22.5,2
1254,155,1,19,0.989,22.5,2
1715,185,1,18,0.989,30.0,2
1486,171,1,14,0.989,30.0,2
1969,234,1,20,0.989,30.0,2
1300,302,1,17,0.989,30.0,2
1846,197,1,19,0.989,30.0,2
1874,173,1,12,0.989,30.0,2
1377,130,1,13,0.989,30.0,2
1514,148,1,20,0.989,30.0,2
