1843,137,3.179,3.179,1.0,0.0,1.0,16,1
1882,95,0.732,0.325,0.444,0.0,0.822,13,1
226,45,2.143,2.143,1.0,0.0,1.0,10,1
1618,258,0.935,0.656,0.701,0.0,0.954,20,1
1769,152,2.143,2.071,0.967,0.0,0.967,16,1
1673,148,1.725,1.137,0.659,0.0,0.875,13,1
1776,150,1.731,0.885,0.511,0.0,0.767,14,1
1593,119,2.143,2.071,0.967,0.0,1.0,16,1
1631,148,6.0,5.6,0.933,0.0,0.989,13,1
1498,121,1.098,0.451,0.411,0.0,0.967,22,1
1669,117,7.5,7.5,1.0,0.0,1.0,13,1
382,16,0.096,0.006,0.067,0.0,0.667,16,1
1601,115,3.0,2.724,0.908,0.0,0.977,16,1
1767,512,1.304,1.101,0.844,0.0,0.911,14,1
1608,146,1.978,1.867,0.944,0.0,0.955,16,1
1784,114,0.457,0.266,0.581,0.0,0.895,17,1
1764,183,2.0,1.907,0.953,0.0,0.953,16,1
1602,147,1.745,1.196,0.685,0.0,0.888,13,1
209,43,2.143,2.143,1.0,0.0,1.0,10,1
276,45,2.143,2.143,1.0,0.0,1.0,10,1
1795,139,2.119,2.024,0.955,0.0,0.978,16,1
1758,110,1.127,0.57,0.506,0.0,0.944,13,1
1794,127,1.854,1.771,0.955,0.0,0.966,16,1
187,28,2.143,2.143,1.0,0.0,1.0,10,1
1670,127,2.781,2.781,1.0,0.0,1.0,16,1
1631,153,2.171,2.098,0.966,0.0,0.978,16,1
1816,131,0.494,0.278,0.563,0.0,0.839,13,1
1644,107,7.5,7.5,1.0,0.0,1.0,13,1
1717,192,6.429,6.0,0.933,0.0,0.978,14,1
1697,126,1.837,1.735,0.944,0.0,0.944,16,1
1581,120,1.796,1.673,0.932,0.0,0.989,16,1
1765,121,6.846,6.769,0.989,0.0,0.989,13,1
1606,116,2.146,2.073,0.966,0.0,0.989,16,1
1530,730,1.304,1.217,0.933,0.0,0.922,16,1
1670,143,2.967,2.633,0.888,0.0,0.966,16,1
1638,152,2.119,2.0,0.944,0.0,0.989,16,1
1719,134,2.119,2.048,0.966,0.0,0.978,16,1
1711,135,2.143,1.976,0.922,0.0,0.978,16,1
1566,125,1.956,1.867,0.955,0.0,0.989,16,1
1706,140,2.095,2.024,0.966,0.0,0.966,16,1
1587,131,1.854,1.729,0.933,0.0,0.978,16,1
1917,216,0.726,0.669,0.922,0.0,0.989,65,1
1804,100,0.386,0.069,0.179,0.0,0.462,21,1
1672,150,0.379,0.175,0.463,0.0,0.746,14,1
1515,123,2.697,2.394,0.888,0.0,0.955,16,1
712,77,0.583,0.1,0.171,0.0,0.429,33,1
308,31,1.0,0.674,0.674,0.0,0.965,10,1
1542,123,0.845,0.592,0.701,0.0,0.908,10,1
1608,144,6.0,5.6,0.933,0.0,0.956,14,1
1838,204,2.316,2.184,0.943,0.0,0.943,16,1
1487,419,1.0,0.978,0.978,0.0,1.0,16,1
1591,388,1.147,0.667,0.581,0.0,0.767,14,1
1766,142,2.171,2.0,0.921,0.0,0.933,16,1
1518,606,1.299,1.149,0.885,0.0,0.977,14,1
1655,153,3.107,3.107,1.0,0.0,1.0,16,1
1680,131,2.045,2.023,0.989,0.0,1.0,16,1
1738,140,6.429,6.214,0.967,0.0,0.989,13,1
1698,161,2.07,1.93,0.933,0.0,0.933,16,1
1774,155,0.468,0.221,0.472,0.0,0.809,14,1
1680,148,1.483,0.776,0.523,0.0,0.826,14,1
1744,130,0.468,0.117,0.25,0.0,0.67,13,1
1689,145,0.906,0.385,0.425,0.0,0.828,13,1
1524,2059,1.419,1.097,0.773,0.0,0.83,14,1
1630,113,2.171,2.049,0.944,0.0,1.0,16,1
1682,116,1.776,1.694,0.954,0.0,0.989,16,1
1773,149,2.171,2.049,0.944,0.0,0.989,16,1
1631,148,2.119,2.0,0.944,0.0,1.0,16,1
1809,155,0.908,0.459,0.506,0.0,0.843,14,1
1716,122,1.833,1.75,0.955,0.0,0.989,16,1
1746,131,1.192,0.63,0.529,0.023,0.851,14,1
1671,130,2.15,2.075,0.965,0.0,0.988,16,1
1670,130,1.854,1.729,0.933,0.0,0.955,16,1
1730,120,2.095,2.024,0.966,0.0,0.977,16,1
1763,163,2.0,1.932,0.966,0.0,0.977,16,1
1772,566,1.222,1.083,0.886,0.0,0.943,14,1
1700,165,2.119,2.048,0.966,0.0,0.966,16,1
1719,165,1.526,0.772,0.506,0.0,0.839,17,1
1610,444,1.036,0.905,0.874,0.0,0.954,20,1
1656,149,1.72,1.26,0.733,0.0,0.884,14,1
1285,412,0.726,0.685,0.944,0.0,0.989,72,1
1896,2126,1.459,1.066,0.73,0.0,0.787,14,1
388,27,0.102,0.006,0.062,0.0,0.562,13,1
1626,147,6.923,6.923,1.0,0.0,1.0,16,1
1519,119,2.119,2.0,0.944,0.0,0.955,16,1
1875,366,1.16,0.68,0.586,0.0,0.828,14,1
1669,144,0.705,0.336,0.477,0.0,0.802,14,1
1501,105,0.607,0.444,0.732,0.0,0.939,20,1
1628,139,6.923,6.846,0.989,0.0,0.989,13,1
1420,138,0.907,0.66,0.727,0.0,0.955,16,1
1707,132,3.107,3.107,1.0,0.0,1.0,16,1
1667,175,2.07,1.977,0.955,0.0,0.966,16,1
1540,125,2.195,2.049,0.933,0.0,0.989,16,1
1673,139,2.171,2.049,0.944,0.0,0.978,16,1
1571,140,1.796,1.673,0.932,0.0,0.966,16,1
1556,124,1.851,0.936,0.506,0.0,0.931,13,1
1806,143,3.179,3.179,1.0,0.0,1.0,16,1
1586,117,2.378,2.216,0.932,0.0,0.966,16,1
1837,108,1.475,0.678,0.46,0.0,0.931,13,1
1832,637,1.271,1.1,0.865,0.0,0.955,14,1
1587,131,2.143,2.048,0.956,0.0,0.967,16,1
1709,64,0.343,0.071,0.206,0.0,0.324,21,1
1875,2059,1.459,1.066,0.73,0.0,0.798,20,1
1673,137,6.923,6.692,0.967,0.0,1.0,13,1
1526,393,1.133,0.68,0.6,0.0,0.8,16,1
1524,518,1.25,1.069,0.856,0.0,0.9,14,1
1678,115,6.429,6.214,0.967,0.0,0.989,13,1
1574,102,1.542,1.438,0.932,0.0,0.973,16,1
1684,122,0.426,0.059,0.14,0.0,0.395,30,1
1655,231,0.896,0.677,0.756,0.0,1.0,16,1
1519,271,1.328,0.851,0.64,0.0,0.921,10,1
1786,153,2.143,2.071,0.967,0.0,0.989,16,1
1605,178,0.415,0.216,0.521,0.0,0.877,17,1
1715,161,3.179,3.179,1.0,0.0,1.0,16,1
1687,134,2.225,2.125,0.955,0.0,1.0,16,1
1693,160,6.357,6.0,0.944,0.0,0.978,13,1
1702,94,6.357,6.071,0.955,0.0,0.989,13,1
1657,145,5.562,5.562,1.0,0.0,1.0,16,1
1503,132,2.146,2.024,0.943,0.0,0.977,16,1
1681,131,1.534,0.759,0.494,0.0,0.843,14,1
1686,142,0.286,0.122,0.427,0.0,0.78,13,1
1528,491,1.06,0.917,0.865,0.0,0.966,16,1
380,9,0.109,0.0,0.0,0.0,0.867,16,1
1540,523,1.222,1.083,0.886,0.0,0.989,16,1
1555,821,1.304,1.188,0.911,0.0,0.922,16,1
1732,167,0.438,0.274,0.625,0.0,0.797,44,1
1751,136,2.195,2.073,0.944,0.0,0.978,16,1
1620,117,2.171,2.049,0.944,0.0,0.978,16,1
1879,803,1.29,1.203,0.933,0.0,0.933,14,1
1757,124,2.125,2.05,0.965,0.0,0.976,16,1
1891,2135,1.475,1.049,0.711,0.0,0.8,16,1
1605,175,3.179,2.929,0.921,0.0,0.944,14,1
1562,908,1.413,1.111,0.787,0.0,0.831,16,1
1728,142,2.143,2.048,0.956,0.0,0.989,16,1
1850,112,0.769,0.393,0.511,0.0,0.933,14,1
1736,98,6.429,6.143,0.956,0.0,0.989,14,1
1506,1080,1.475,1.098,0.744,0.0,0.778,20,1
1629,153,3.462,3.462,1.0,0.0,1.0,16,1
1528,484,1.304,1.145,0.878,0.0,0.878,16,1
1878,612,1.25,1.097,0.878,0.0,0.967,16,1
1711,124,2.324,1.622,0.698,0.0,0.907,13,1
1701,114,1.875,1.771,0.944,0.0,0.989,16,1
1778,162,1.6,0.8,0.5,0.0,0.83,13,1
1765,95,2.324,1.649,0.709,0.0,0.907,13,1
1652,136,1.607,0.786,0.489,0.0,0.833,14,1
1668,118,5.357,5.214,0.973,0.0,0.987,13,1
1616,132,0.648,0.361,0.557,0.0,0.772,13,1
1765,89,2.342,1.579,0.674,0.0,0.944,13,1
1530,275,0.966,0.523,0.541,0.0,0.906,13,1
1712,146,1.509,0.789,0.523,0.0,0.872,13,1
1799,150,2.143,2.071,0.967,0.0,0.967,16,1
1681,2097,0.726,0.685,0.944,0.0,1.0,65,1
1781,132,0.36,0.04,0.111,0.0,0.472,41,1
1576,88,0.495,0.082,0.167,0.0,0.5,25,1
1746,137,1.854,1.729,0.933,0.0,0.989,16,1
1519,842,1.304,1.217,0.933,0.0,0.956,14,1
1755,143,6.923,6.692,0.967,0.0,0.978,13,1
1797,104,1.745,1.216,0.697,0.022,0.91,13,1
1698,114,2.171,2.049,0.944,0.0,0.989,16,1
1878,129,1.837,1.224,0.667,0.0,0.844,13,1
1715,130,0.64,0.403,0.629,0.0,0.73,16,1
1696,199,1.554,0.839,0.54,0.0,0.793,14,1
1637,125,3.179,3.179,1.0,0.0,1.0,16,1
1698,127,6.923,6.846,0.989,0.0,0.989,14,1
1646,95,0.521,0.373,0.716,0.0,0.932,13,1
1682,213,0.492,0.328,0.667,0.0,0.989,14,1
1687,158,3.107,3.107,1.0,0.0,1.0,16,1
1623,147,2.171,2.024,0.933,0.0,0.989,16,1
1724,114,6.429,6.143,0.956,0.0,0.967,13,1
1654,107,1.6,0.782,0.489,0.0,0.898,14,1
234,18,2.143,2.143,1.0,0.0,1.0,10,1
1589,120,3.214,3.214,1.0,0.0,1.0,16,1
1623,198,2.256,2.154,0.955,0.0,0.966,16,1
1561,283,1.011,0.5,0.494,0.0,0.921,17,1
1517,140,2.143,2.071,0.967,0.0,0.978,16,1
574,346,0.431,0.397,0.922,0.0,1.0,65,1
1773,648,1.304,1.217,0.933,0.0,0.933,14,1
1812,183,2.308,2.154,0.933,0.0,0.956,16,1
1632,128,0.49,0.058,0.118,0.0,0.333,32,1
1665,109,1.544,0.649,0.42,0.0,0.852,13,1
1623,185,0.461,0.241,0.523,0.0,0.83,13,1
1665,146,2.122,2.0,0.943,0.0,0.989,16,1
1755,126,2.727,2.727,1.0,0.0,1.0,16,1
1624,196,0.897,0.68,0.759,0.0,0.943,17,1
219,8,0.657,0.445,0.678,0.0,0.967,10,1
1753,128,3.214,3.214,1.0,0.0,1.0,16,1
1629,329,1.173,0.667,0.568,0.0,0.795,14,1
1721,104,1.554,0.821,0.529,0.0,0.885,17,1
1543,473,1.275,1.116,0.875,0.0,0.909,16,1
1525,515,1.29,1.087,0.843,0.0,0.854,16,1
1629,121,2.697,2.697,1.0,0.0,1.0,16,1
1575,109,1.589,0.786,0.494,0.0,0.899,13,1
1514,825,1.304,1.188,0.911,0.0,0.933,16,1
